ax,ay,az,gx,gy,gz,label
6.0,30.0,103.0,-1526.0,-1697.0,1001.0,cuadrado
6.0,37.0,97.0,-1593.0,-1838.0,616.0,cuadrado
7.0,38.0,99.0,-824.0,-1679.0,720.0,cuadrado
8.0,32.0,89.0,-1270.0,-1740.0,909.0,cuadrado
10.0,30.0,82.0,-464.0,-745.0,714.0,cuadrado
11.0,22.0,94.0,-415.0,-146.0,128.0,cuadrado
9.0,24.0,104.0,-1184.0,-396.0,-830.0,cuadrado
9.0,22.0,106.0,-952.0,-531.0,-1093.0,cuadrado
9.0,12.0,109.0,-494.0,-806.0,-1899.0,cuadrado
10.0,23.0,106.0,-341.0,-1141.0,-3126.0,cuadrado
10.0,37.0,98.0,-482.0,-1239.0,-3322.0,cuadrado
12.0,42.0,101.0,6.0,-970.0,-3016.0,cuadrado
10.0,47.0,98.0,-421.0,-1056.0,-2662.0,cuadrado
10.0,51.0,102.0,280.0,-1093.0,-2137.0,cuadrado
10.0,51.0,93.0,-525.0,-946.0,-989.0,cuadrado
11.0,51.0,100.0,287.0,-1001.0,-403.0,cuadrado
8.0,42.0,82.0,348.0,-854.0,207.0,cuadrado
7.0,36.0,82.0,-183.0,164.0,244.0,cuadrado
5.0,32.0,95.0,-482.0,439.0,-390.0,cuadrado
8.0,41.0,87.0,-2198.0,-201.0,-482.0,cuadrado

4.0,74.0,75.0,-824.0,-2308.0,-1490.0,cuadrado
4.0,70.0,71.0,-671.0,-2424.0,-1868.0,cuadrado
4.0,77.0,72.0,-580.0,-2369.0,-2027.0,cuadrado
6.0,72.0,66.0,-1258.0,-2809.0,-2100.0,cuadrado
5.0,80.0,63.0,-995.0,-2345.0,-2601.0,cuadrado
3.0,93.0,62.0,-830.0,-2015.0,-1703.0,cuadrado
3.0,85.0,57.0,-793.0,-1306.0,-903.0,cuadrado
4.0,83.0,60.0,-335.0,-580.0,-439.0,cuadrado
4.0,76.0,62.0,-207.0,-134.0,-128.0,cuadrado
3.0,75.0,62.0,-378.0,250.0,-177.0,cuadrado
3.0,67.0,64.0,-512.0,635.0,-488.0,cuadrado
1.0,67.0,67.0,-928.0,708.0,-1050.0,cuadrado
-1.0,70.0,64.0,-738.0,940.0,-1374.0,cuadrado
-2.0,71.0,67.0,-665.0,1141.0,-1661.0,cuadrado
-2.0,70.0,63.0,-1056.0,1514.0,-1697.0,cuadrado
-4.0,78.0,78.0,622.0,2051.0,-1954.0,cuadrado
-5.0,86.0,85.0,-24.0,1294.0,-1593.0,cuadrado
-6.0,87.0,82.0,445.0,543.0,-922.0,cuadrado
-6.0,90.0,79.0,-183.0,-225.0,-390.0,cuadrado
-6.0,87.0,68.0,-629.0,-354.0,152.0,cuadrado
-7.0,87.0,59.0,-641.0,61.0,683.0,cuadrado
-7.0,91.0,57.0,-842.0,769.0,1483.0,cuadrado
-8.0,80.0,55.0,-916.0,1807.0,1984.0,cuadrado
-8.0,78.0,65.0,-781.0,2589.0,2058.0,cuadrado
-9.0,79.0,67.0,-635.0,2961.0,2259.0,cuadrado
-10.0,79.0,72.0,-757.0,2949.0,2375.0,cuadrado
-11.0,74.0,72.0,-885.0,2619.0,2485.0,cuadrado
-8.0,70.0,75.0,-610.0,2497.0,2473.0,cuadrado
-7.0,63.0,79.0,-366.0,2149.0,1838.0,cuadrado
-6.0,61.0,83.0,-519.0,1404.0,812.0,cuadrado
-5.0,71.0,84.0,-604.0,396.0,97.0,cuadrado
-7.0,78.0,83.0,-726.0,-311.0,-183.0,cuadrado
-6.0,90.0,90.0,-903.0,-1343.0,311.0,cuadrado
-6.0,89.0,84.0,-1520.0,-2320.0,1044.0,cuadrado
-5.0,81.0,80.0,-1716.0,-3010.0,1618.0,cuadrado
-5.0,79.0,75.0,-1990.0,-3242.0,1728.0,cuadrado
-1.0,74.0,67.0,-1526.0,-2998.0,2161.0,cuadrado
2.0,67.0,64.0,-1325.0,-2345.0,2125.0,cuadrado
4.0,59.0,60.0,-1007.0,-1569.0,1471.0,cuadrado
6.0,65.0,64.0,-751.0,-738.0,903.0,cuadrado

3.0,83.0,68.0,-604.0,1978.0,1569.0,cuadrado
1.0,80.0,70.0,-659.0,2112.0,1844.0,cuadrado
1.0,80.0,72.0,-720.0,2064.0,2180.0,cuadrado
0.0,75.0,71.0,-189.0,2296.0,2400.0,cuadrado
1.0,72.0,78.0,-244.0,2235.0,2247.0,cuadrado
2.0,70.0,78.0,-36.0,1948.0,2131.0,cuadrado
4.0,62.0,83.0,-390.0,1282.0,1587.0,cuadrado
6.0,63.0,81.0,-836.0,262.0,635.0,cuadrado
