ax,ay,az,gx,gy,gz,label
11.0,6.0,109.0,-128.0,-403.0,-738.0,ele
11.0,3.0,105.0,-256.0,-390.0,-616.0,ele
13.0,4.0,106.0,-354.0,-73.0,-567.0,ele
14.0,5.0,109.0,-232.0,-341.0,-964.0,ele
13.0,13.0,107.0,-464.0,-451.0,-494.0,ele

19.0,-1.0,102.0,-152.0,158.0,-146.0,ele
18.0,1.0,106.0,-360.0,67.0,-305.0,ele
19.0,6.0,107.0,-909.0,-372.0,244.0,ele
18.0,-2.0,96.0,842.0,-525.0,268.0,ele
17.0,3.0,89.0,-561.0,-54.0,158.0,ele
17.0,6.0,92.0,1416.0,757.0,476.0,ele
16.0,0.0,95.0,-616.0,1087.0,690.0,ele
17.0,2.0,99.0,586.0,1209.0,464.0,ele
16.0,-1.0,98.0,-329.0,1209.0,928.0,ele
15.0,-6.0,93.0,-54.0,1227.0,-360.0,ele
14.0,1.0,101.0,-512.0,2351.0,-341.0,ele
13.0,7.0,126.0,2864.0,1093.0,-897.0,ele
9.0,21.0,83.0,-238.0,1166.0,867.0,ele
9.0,-2.0,122.0,1141.0,2039.0,274.0,ele
5.0,2.0,117.0,1361.0,2338.0,-781.0,ele
4.0,19.0,116.0,1465.0,1691.0,-787.0,ele
3.0,16.0,113.0,-158.0,2088.0,262.0,ele
3.0,13.0,123.0,390.0,2192.0,519.0,ele
3.0,8.0,126.0,91.0,1105.0,531.0,ele
1.0,7.0,122.0,-1105.0,12.0,-24.0,ele
1.0,10.0,122.0,-787.0,-506.0,12.0,ele
0.0,8.0,114.0,-537.0,-647.0,146.0,ele
0.0,8.0,111.0,-396.0,-867.0,122.0,ele
0.0,6.0,109.0,-366.0,-726.0,323.0,ele
0.0,1.0,111.0,-586.0,-769.0,531.0,ele
0.0,-3.0,110.0,-73.0,-1025.0,-73.0,ele
0.0,-3.0,108.0,-201.0,-1184.0,-775.0,ele
1.0,0.0,104.0,-458.0,-964.0,-1044.0,ele
3.0,-5.0,103.0,317.0,-519.0,-1862.0,ele
5.0,-3.0,111.0,-1166.0,-506.0,-2558.0,ele
5.0,5.0,116.0,-360.0,-873.0,-3102.0,ele
6.0,7.0,119.0,-1538.0,-1545.0,-3071.0,ele
4.0,18.0,114.0,-506.0,-2680.0,-3248.0,ele
6.0,20.0,98.0,-836.0,-2180.0,-2149.0,ele
7.0,5.0,106.0,30.0,-1764.0,-2070.0,ele
10.0,9.0,96.0,-256.0,-1404.0,-2705.0,ele
9.0,21.0,99.0,683.0,-1056.0,-3413.0,ele
10.0,39.0,90.0,-73.0,-360.0,-2247.0,ele
9.0,28.0,106.0,922.0,403.0,-1490.0,ele
11.0,31.0,107.0,244.0,268.0,-781.0,ele

20.0,10.0,107.0,-61.0,232.0,158.0,ele
20.0,5.0,108.0,146.0,-61.0,567.0,ele
20.0,3.0,102.0,-500.0,-671.0,445.0,ele
17.0,1.0,92.0,549.0,-842.0,18.0,ele
19.0,6.0,80.0,445.0,134.0,189.0,ele
17.0,5.0,92.0,-732.0,897.0,67.0,ele
18.0,11.0,90.0,775.0,1581.0,433.0,ele
18.0,4.0,105.0,-537.0,1996.0,543.0,ele
16.0,5.0,95.0,677.0,2082.0,451.0,ele
12.0,-2.0,100.0,1636.0,3096.0,-451.0,ele
10.0,1.0,116.0,1972.0,3578.0,-1636.0,ele
9.0,28.0,115.0,738.0,2296.0,-1624.0,ele
5.0,21.0,119.0,-1038.0,2161.0,12.0,ele
4.0,14.0,116.0,1154.0,2180.0,287.0,ele
4.0,3.0,130.0,-647.0,1319.0,-470.0,ele
4.0,26.0,118.0,-390.0,512.0,-641.0,ele
1.0,18.0,122.0,-335.0,232.0,48.0,ele
2.0,16.0,116.0,-122.0,287.0,103.0,ele
2.0,21.0,118.0,-983.0,-470.0,403.0,ele
1.0,10.0,116.0,85.0,-488.0,525.0,ele
1.0,12.0,112.0,280.0,-720.0,323.0,ele
1.0,11.0,109.0,6.0,-909.0,482.0,ele
0.0,6.0,107.0,158.0,-757.0,580.0,ele
-1.0,0.0,111.0,-299.0,-891.0,-30.0,ele
2.0,1.0,107.0,-567.0,-964.0,-732.0,ele
4.0,4.0,106.0,-494.0,-763.0,-1166.0,ele
4.0,7.0,110.0,-366.0,-842.0,-1545.0,ele
6.0,6.0,109.0,-903.0,-1019.0,-1966.0,ele
5.0,8.0,110.0,-903.0,-1196.0,-2503.0,ele
7.0,15.0,106.0,-549.0,-1276.0,-2583.0,ele
7.0,14.0,104.0,-415.0,-1135.0,-2467.0,ele
7.0,13.0,105.0,-250.0,-928.0,-2381.0,ele
7.0,18.0,103.0,42.0,-970.0,-2662.0,ele
6.0,26.0,97.0,-1215.0,-665.0,-2180.0,ele
5.0,24.0,98.0,341.0,-91.0,-2094.0,ele
7.0,27.0,105.0,268.0,390.0,-1630.0,ele
7.0,26.0,112.0,311.0,30.0,-977.0,ele
7.0,27.0,106.0,-403.0,-726.0,-1013.0,ele
7.0,26.0,106.0,439.0,-476.0,-806.0,ele
9.0,29.0,105.0,335.0,-567.0,-458.0,ele

22.0,-9.0,101.0,-586.0,-91.0,-305.0,ele
21.0,-10.0,106.0,-690.0,-122.0,-146.0,ele
19.0,-8.0,103.0,-152.0,-360.0,-54.0,ele
17.0,-10.0,99.0,-24.0,-409.0,-146.0,ele
17.0,-7.0,96.0,-580.0,-512.0,-73.0,ele
18.0,-7.0,92.0,-861.0,-415.0,134.0,ele
18.0,-10.0,87.0,-18.0,54.0,42.0,ele
19.0,-12.0,79.0,-12.0,836.0,-305.0,ele
18.0,0.0,89.0,189.0,2204.0,-48.0,ele
17.0,-2.0,94.0,-341.0,2912.0,1044.0,ele
