ax,ay,az,gx,gy,gz,label
7.0,56.0,90.0,-439.0,-134.0,36.0,reposo
6.0,56.0,90.0,-421.0,-128.0,54.0,reposo
6.0,56.0,89.0,-415.0,-109.0,36.0,reposo
6.0,56.0,90.0,-415.0,-128.0,48.0,reposo
6.0,56.0,90.0,-427.0,-128.0,54.0,reposo
6.0,55.0,90.0,-445.0,-134.0,48.0,reposo
6.0,56.0,90.0,-433.0,-116.0,30.0,reposo
7.0,55.0,90.0,-433.0,-109.0,42.0,reposo

7.0,59.0,87.0,-433.0,-134.0,42.0,reposo
7.0,59.0,87.0,-433.0,-128.0,61.0,reposo
7.0,59.0,88.0,-427.0,-128.0,42.0,reposo
7.0,60.0,87.0,-403.0,-122.0,54.0,reposo
7.0,59.0,87.0,-427.0,-134.0,30.0,reposo
7.0,59.0,87.0,-415.0,-134.0,54.0,reposo
6.0,60.0,86.0,-433.0,-97.0,61.0,reposo
7.0,59.0,87.0,-390.0,-109.0,36.0,reposo
6.0,59.0,88.0,-415.0,-109.0,54.0,reposo
7.0,59.0,87.0,-421.0,-122.0,36.0,reposo
7.0,59.0,87.0,-415.0,-128.0,30.0,reposo
7.0,60.0,87.0,-427.0,-116.0,30.0,reposo
7.0,60.0,88.0,-427.0,-116.0,42.0,reposo
7.0,59.0,88.0,-427.0,-128.0,48.0,reposo
7.0,60.0,87.0,-439.0,-109.0,54.0,reposo
7.0,59.0,87.0,-439.0,-134.0,54.0,reposo
7.0,59.0,88.0,-445.0,-128.0,24.0,reposo
7.0,60.0,88.0,-439.0,-122.0,18.0,reposo
7.0,59.0,88.0,-427.0,-109.0,48.0,reposo
7.0,59.0,87.0,-421.0,-97.0,36.0,reposo
7.0,59.0,87.0,-415.0,-116.0,36.0,reposo
7.0,59.0,87.0,-409.0,-116.0,61.0,reposo
7.0,59.0,88.0,-421.0,-122.0,42.0,reposo
